# path_pattern	surface	expected_count	ztool_context_sha256	reason
# Generated by tools/check_visible_brand_boundary.py --write-allowlist.
# Every entry is a reviewed internal/historical compatibility exception, not a public brand approval.
client-src-addin/ZTool.opened_folder_24.png	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool.slddrw.png	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/AssemblyEventHandler.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/AssemblyEventHandler.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/DocView.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/DocView.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/DocumentEventHandler.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/DocumentEventHandler.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/DrawingEventHandler.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/DrawingEventHandler.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/Frm_SN.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/Frm_SN.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/PMPHandler.cs	content	13	87f0f79b43f3dae2646859e724865bed341f1600ebe37a3b3801abf1d35ad6e8	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/PMPHandler.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/PageHandler_RepairReference.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/PageHandler_RepairReference.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/PageHandler_randomcolor.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/PageHandler_randomcolor.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/Page_RepairReference.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/Page_RepairReference.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/Page_randomcolor.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/Page_randomcolor.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/PartEventHandler.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/PartEventHandler.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/ReName.cs	content	2	25262678ab7559abd23368a5ab8f655f27963eb19fa9170768a0d34a24c894d5	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/ReName.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/SplitConfig.cs	content	2	25262678ab7559abd23368a5ab8f655f27963eb19fa9170768a0d34a24c894d5	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/SplitConfig.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/SwAddin.cs	content	21	0776b05be1189ecca8ebffbaf29c4a547b95df7c4abe79692912c02272e4c418	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/SwAddin.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/TextBoxWaterMark.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/TextBoxWaterMark.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/WindowWrapper.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/WindowWrapper.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/customdoc.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/customdoc.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/customsettings.cs	content	2	25262678ab7559abd23368a5ab8f655f27963eb19fa9170768a0d34a24c894d5	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/customsettings.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/preview.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/preview.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src-addin/ZTool/settings.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src-addin/ZTool/settings.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/README.md	content	13	03dd1fc1c4f4c022647c9114acd3d5527db0cbfd0457e17189d87b1e5f1d60fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.CheckUpdate.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.CustomFileBorser1/FileBorser.cs	content	1	0dfb8ff174135e3d5f8dd2c8213c0e29e12f80ec9b38d116bf39b43698303d6e	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.CustomFileBorser1/FileBorser.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.CustomFileBorser1/FolderNameEditor.cs	content	1	0dfb8ff174135e3d5f8dd2c8213c0e29e12f80ec9b38d116bf39b43698303d6e	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.CustomFileBorser1/FolderNameEditor.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.ExpandableGridView.dll	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.FrmAbout.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.FrmFilling.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.FrmOptions.resx	content	2	5bf1a3b7019f6c531f57c9d0d0e4ec148072c2243697f0aab00d18fd32dd9483	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.FrmOptions.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.FrmOutputlist.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.FrmPrintlist.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.FrmReplacePartslist.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.FrmSetDrwlist.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.FrmUpdatelog.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.Frmbom.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.Frmmain.resx	content	6	9eb67594385d537bbc5b9772189ffe91abdd9b4e28c02ad89a5c521e99c9d6f3	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.Frmmain.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.Frmtips.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.ICSharpCode.SharpZipLib.dll	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.JDK/DONGLE_INFO.cs	content	1	232922f540a5a85a4f2af80b6bf106094ccd892062965521b7da49314457e4e4	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.JDK/DONGLE_INFO.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.JDK/JDKEY_DEFINE.cs	content	1	232922f540a5a85a4f2af80b6bf106094ccd892062965521b7da49314457e4e4	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.JDK/JDKEY_DEFINE.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.JDK/Prog1.cs	content	2	ff69585c3c67e6222e5e620dbe2cf80fa1ffc2a901605b9516873f9a7be8adcc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.JDK/Prog1.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.JDK/Prog2.cs	content	2	ff69585c3c67e6222e5e620dbe2cf80fa1ffc2a901605b9516873f9a7be8adcc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.JDK/Prog2.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.JDK/checkdebug.cs	content	1	232922f540a5a85a4f2af80b6bf106094ccd892062965521b7da49314457e4e4	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.JDK/checkdebug.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.JDK/checklic.cs	content	1	232922f540a5a85a4f2af80b6bf106094ccd892062965521b7da49314457e4e4	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.JDK/checklic.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.My.Resources/Resources.cs	content	3	98c599458f58a41f5bb39ace55e0431d18d10f942709a9e6884c2bf31c23ea2b	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.My.Resources/Resources.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.My/MyApplication.cs	content	1	be4319e310a62236143efab4231c3fe3777dce686ea4416b42fa6456f1ae116a	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.My/MyApplication.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.My/MyComputer.cs	content	1	be4319e310a62236143efab4231c3fe3777dce686ea4416b42fa6456f1ae116a	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.My/MyComputer.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.My/MyProject.cs	content	1	be4319e310a62236143efab4231c3fe3777dce686ea4416b42fa6456f1ae116a	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.My/MyProject.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.PhysicalDrive2/HardDisk.cs	content	1	4b2067c6e5207d123abaa14499eb81b84b2cd383a62f9409100d9f2fb589eab2	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.PhysicalDrive2/HardDisk.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.PhysicalDrive2/STORAGE_DEVICE_DESCRIPTOR.cs	content	1	4b2067c6e5207d123abaa14499eb81b84b2cd383a62f9409100d9f2fb589eab2	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.PhysicalDrive2/STORAGE_DEVICE_DESCRIPTOR.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.PhysicalDrive2/STORAGE_PROPERTY_QUERY.cs	content	1	4b2067c6e5207d123abaa14499eb81b84b2cd383a62f9409100d9f2fb589eab2	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.PhysicalDrive2/STORAGE_PROPERTY_QUERY.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.Resources.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.Ribbon.dll	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.RibbonMarkup.ribbon	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.ZTool_rsa.dll	path	2	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.csproj	content	25	f602ff80b82c9f778c025a34410b6677a5cb87fceba8a389bada3d4d05ecacc3	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool.csproj	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.toolbox.resx	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool.zxing.dll	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool/CConfigDO.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool/CConfigDO.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool/CConfigMng.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool/CConfigMng.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool/CT.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool/CT.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool/CheckUpdate.cs	content	4	4a8ff807b5316bf58d5144372fda41f21b175acbe53c71e9251f0dfb6bf8dd77	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool/CheckUpdate.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool/ColumnInfo.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool/ColumnInfo.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool/ControlExtensions.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool/ControlExtensions.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool/CustomComboBox1.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool/CustomComboBox1.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool/CustomComboBox2.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool/CustomComboBox2.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool/CustomComparer.cs	content	1	8a01477ea08abf75ce441282ed48aed322a93b541456ed4d3b0efb178a2ca8fc	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool/CustomComparer.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
client-src/ZTool/CustomFilter.cs	content	2	0773078816879dbcb4558606cdc2ed2e3904f74d3656492f84916155c25995ed	source compatibility / recovered legacy identity; visible strings remain separately gated
client-src/ZTool/CustomFilter.cs	path	1	-	internal compatibility path/resource identity; not user-facing by itself
